,title,abstract,affiliations,authors,journal,date,keywords,url
12,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30371855
13,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31500275
14,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32520455
15,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32245491
16,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32679922
17,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32942867
18,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31383404
19,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32848063
20,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30927919
21,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31941842
22,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32431029
23,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33037108
24,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32527812
25,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31717449
26,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31200184
27,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33303332
28,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31784650
29,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31078742
30,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31787337
31,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32768398
32,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32568860
33,Diabetes mellitus and work,"Diabetes mellitus (DM) affects an increasing proportion of workers, a trend that will compound with the ageing of the workforce. It is therefore important to consider DM in the workplace context. There is an interrelationship between DM and work. Indeed dysglycemia is associated with a greater risk of work accidents and long-term DM complications. On the other side work conditions can affect DM's stability. The consequences are absenteeism, presenteeism, early retirement or even disability with significant socio-economic costs. To keep patients with DM into the workforce, the evaluation of their working conditions is mandatory and ideally in collaboration with the general practitioner, diabetologist and occupational physician (OP). This article outlines some practical guidelines for the evaluation of diabetic's worker.","['1 Service de diabétologie, endocrinologie, hypertension nutrition, HUG, 1211 Genève 14.', '2 Service de médecine du travail, Hôpital du Valais, Avenue du Grand-Champsec 86, 1951 Sion.', '3 Unisanté, Département Santé au travail et Environnement, Route de la Corniche 2, 1066 Epalinges.']","Giacomo Gastaldi, Vanessa Oracion, Victor Dorribo, Jacques A Pralong, ",Revue medicale suisse,2019,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31148424
34,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32327174
35,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31986514
36,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31606139
37,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32987615
38,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32152821
39,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30784603
40,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32990908
41,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31668564
42,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30819684
43,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29345152
44,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30871303
45,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33135777
46,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31797541
47,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33317692
48,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31052256
49,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31345525
50,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32138955
51,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32659517
52,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33470075
53,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31665258
54,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30715927
55,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31059279
56,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31987212
57,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33330121
58,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30638905
59,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32247787
60,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33339741
61,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33380527
62,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32993088
63,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33216248
64,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32205050
65,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32708025
66,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33258393
67,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30963883
68,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31733632
69,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32805147
70,Hereditary Neurohypophyseal Diabetes Insipidus,"Neurohypophyseal diabetes insipidus (DI) is most often caused by trauma, including operations, and infiltrating processes in the hypothalamic-pituitary region. Irradiation, ischemia, infections, or autoimmunity can also underlie the disease. Since the middle of the nineteenth century, familial forms of neurohypophyseal DI have been described. Most commonly, the disease is transmitted in an autosomal dominant fashion; very rarely, autosomal recessive inheritance has been observed. Hereditary neurohypophyseal DI is caused by mutations in the gene encoding the antidiuretic hormone vasopressin (AVP) and its carrier protein neurophysin II (NPII). Symptoms result from the lack of hormone, or from the inability of mutant AVP to activate its renal receptor, and respond to treatment with desmopressin (DDAVP). Dominant mutations cause retention of the hormone precursor in the endoplasmic reticulum (ER) of vasopressinergic neurons in the hypothalamus, resulting in cellular dysfunction and eventually neuronal death. This so-called neurotoxicity hypothesis was initially established on the basis of autopsy studies in affected humans and has been supported by heterologous cell culture expression experiments and murine knock-in models. Current data show that retained mutants fail to be eliminated by the cell's quality control system and accumulate in fibrillar aggregations within the ER. Autosomal dominant neurohypophyseal DI may thus be viewed as a neurodegenerative disease confined to vasopressinergic neurons.","['1 Biozentrum, University of Basel, Basel, Switzerland. j.rutishauser@unibas.ch.', '2 Biozentrum, University of Basel, Basel, Switzerland.']","Jonas Rutishauser, Nicole Beuret, Cristina Prescianotto-Baschong, Martin Spiess, ",Experientia supplementum (2012),NO_DATE,Aggregation; Diabetes insipidus; Endoplasmic reticulum; Hereditary; Neurohypophyseal; Neurophysin; Vasopressin; Wolfram syndrome.,https://pubmed.ncbi.nlm.nih.gov/31588537
71,Primary polydipsia: Update,"In primary polydipsia pathologically high levels of water intake physiologically lower arginine vasopressin (AVP) secretion, and in this way mirror the secondary polydipsia in diabetes insipidus in which pathologically low levels of AVP (or renal responsiveness to AVP) physiologically increase water intake. Primary polydipsia covers several disorders whose clinical features and significance, risk factors, pathophysiology and treatment are reviewed here. While groupings may appear somewhat arbitrary, they are associated with distinct alterations in physiologic parameters of water balance. The polydipsia is typically unrelated to homeostatic regulation of water intake, but instead reflects non-homeostatic influences. Recent technological advances, summarized here, have disentangled functional neurocircuits underlying both homeostatic and non-homeostatic physiologic influences, which provides an opportunity to better define the mechanisms of the disorders. We summarize this recent literature, highlighting hypothalamic circuitry that appears most clearly positioned to contribute to primary polydipsia. The life-threatening water imbalance in psychotic disorders is caused by an anterior hippocampal induced stress-diathesis that can be reproduced in animal models, and involves phylogenetically preserved pathways that appear likely to include one or more of these circuits. Ongoing translational neuroscience studies in these animal models may potentially localize reversible pathological changes which contribute to both the water imbalance and psychotic disorder.","['1 Department of Psychiatry, Northwestern University Feinberg School of Medicine, Chicago, IL, 60611, USA. Electronic address: dr.ahmadileeda@gmail.com.', '2 Department of Psychiatry, Northwestern University Feinberg School of Medicine, Chicago, IL, 60611, USA. Electronic address: m-goldman@northwestern.edu.']","Leeda Ahmadi, Morris B Goldman, ",Best practice & research. Clinical endocrinology & metabolism,NO_DATE,arginine vasopressin; compulsive water drinking; hyponatremia; psychogenic polydipsia; psychosis-intermittent hyponatremia-polydipsia syndrome; schizophrenia.,https://pubmed.ncbi.nlm.nih.gov/33222764
72,Diabetes Insipidus: An Update,"The differential diagnosis of diabetes insipidus involves the distinction between central or nephrogenic diabetes insipidus and primary polydipsia. Differentiation is important because treatment strategies vary; the wrong treatment can be dangerous. Reliable differentiation is difficult especially in patients with primary polydipsia or partial forms of diabetes insipidus. New diagnostic algorithms are based on the measurement of copeptin after osmotic stimulation by hypertonic saline infusion or after nonosmotic stimulation by arginine and have a higher diagnostic accuracy than the water deprivation test. Treatment involves correcting preexisting water deficits, but is different for central diabetes insipidus, nephrogenic diabetes insipidus, and primary polydipsia.","['1 Division of Endocrinology, Diabetes and Metabolism, Department of Clinical Research, University Hospital Basel, University of Basel, Basel, Switzerland; Department of Endocrinology, University Hospital Basel, University of Basel, Petersgraben 4, Basel 4031, Switzerland.', '2 Division of Endocrinology, Diabetes and Metabolism, Department of Clinical Research, University Hospital Basel, University of Basel, Basel, Switzerland; Department of Endocrinology, University Hospital Basel, University of Basel, Petersgraben 4, Basel 4031, Switzerland. Electronic address: mirjam.christ@usb.ch.']","Julie Refardt, Bettina Winzeler, Mirjam Christ-Crain, ",Endocrinology and metabolism clinics of North America,NO_DATE,Diabetes insipidus; Polyuria polydipsia syndrome; Primary polydipsia.,https://pubmed.ncbi.nlm.nih.gov/32741486
73,Familial central diabetes insipidus,NO_ABSTRACT,"['1 Servicio de Pediatría, Endocrinología Pediátrica, Hospital Clínico Universitario, Valladolid, España. Electronic address: pilarbahilloc@yahoo.es.', '2 Servicio de Pediatría, Endocrinología Pediátrica, Hospital Clínico Universitario, Valladolid, España.', '3 Biocruces Bizkaia Research Institute, Barakaldo, Bizkaia, España; Enfermedades raras Centro de Investigación Biomédica en Red (CIBERER), España; Centro de Investigación Biomédica en Red de Diabetes y Enfermedades Metabólicas Asociadas (CIBERDEM), España.']","M Pilar Bahíllo-Curieses, Marta Palomares-Cardador, Alejandro García-Castaño, ",Medicina clinica,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32165002
74,Risk of vertebral fractures in hypoparathyroidism,"Parathyroid hormone (PTH) exerts both anabolic and catabolic actions on bone,depending on the duration and periodicity of exposure. Hypoparathyroidism is defined by inadequate production of PTH in the presence oflow serum calcium. In hypoparathyroidism it has been reported an increase in corticaland trabecular bone mass, but it is still unknown if these quantitative variations maybe accompanied by qualitative ones and increased bone strength. Despite the extensive data available on the effects of hypoparathyroidism on bone, itseffect on the hard end point in this area which is the risk of fractures still remainsunresolved and highly debated. As a matter of fact no previous review has focused onthis relevant clinical topic. This review will deal with the various aspects of bone metabolism (turn-over,density, quality) in hypoparathyroidism, focusing on the few data available on therisk of fracture and in particular of morphometric vertebral fractures, the emerging way to assess actual skeletal fragility particularly in secondary forms of osteoporosis.","['1 San Raffaele Vita-Salute University Via Olgettina, Milano, Italy.', '2 University of Brescia, Brescia, Italy.', '3 San Raffaele Vita-Salute University Via Olgettina, Milano, Italy. giustina.andrea@hsr.it.']","Anna Maria Formenti, Francesco Tecilazich, Raffaele Giubbini, Andrea Giustina, ",Reviews in endocrine & metabolic disorders,NO_DATE,Bone metabolism; Bone mineral density; Bone quality; Hypoparathyroidism; Morphometry; Parathyroid hormone; Vertebral fractures.,https://pubmed.ncbi.nlm.nih.gov/31471845
75,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32768949
76,Nephrogenic Diabetes Insipidus,"Nephrogenic diabetes insipidus (NDI) results from the inability of the late distal tubules and collecting ducts to respond to vasopressin. The lack of ability to concentrate urine results in polyuria and polydipsia. Primary and acquired forms of NDI exist in children. Congenital NDI is a result of mutation in AVPR2 or AQP2 genes. Secondary NDI is associated with electrolyte abnormalities, obstructive uropathy, or certain medications. Management of NDI can be difficult with only symptomatic treatment available, using low-solute diet, diuretics, and prostaglandin inhibitors.","['1 Department of Pediatric Nephrology, Columbia University Medical Center, 3959 Broadway, CHN 1115, New York, NY 10032, USA.', '2 Department of Pediatric Nephrology, Columbia University Medical Center, 3959 Broadway, CHN 1115, New York, NY 10032, USA. Electronic address: nsu1@columbia.edu.']","Catherine Kavanagh, Natalie S Uy, ",Pediatric clinics of North America,NO_DATE,Aquaporin; Nephrogenic diabetes insipidus; Polydipsia; Polyuria; Vasopressin.,https://pubmed.ncbi.nlm.nih.gov/30454745
77,Nephrogenic Diabetes Insipidus,"Body fluid homeostasis is essential for normal life. In the maintenance of water balance, the most important factor and regulated process is the excretory function of the kidneys. The kidneys are capable to compensate not only the daily fluctuations of water intake but also the consequences of fluid loss (respiration, perspiration, sweating, hemorrhage). The final volume and osmolality of the excreted urine is set in the collecting duct via hormonal regulation. The hormone of water conservation is the vasopressin (AVP), and a large volume of urine is produced and excreted in the absence of AVP secretion or if AVP is ineffective in the kidneys. The aquaporin-2 water channel (AQP2) is expressed in the principal cells, and it plays an essential role in the reabsorption of water in the collecting ducts via type 2 vasopressin receptor (V2R)-mediated mechanism. If neural or hormonal regulation fails to operate the normal function of AVP-V2R-AQP2 system, it can result in various diseases such as diabetes insipidus (DI) or nephrogenic syndrome of inappropriate diuresis (NSIAD). The DI is characterized by excessive production of hyposmotic urine (""insipidus"" means tasteless) due to the inability of the kidneys to concentrate urine. In this chapter, we focus and discuss the pathophysiology of nephrogenic DI (NDI) and the potential therapeutic interventions in the light of the current experimental data.","['1 Faculty of Medicine, Department of Physiology, Semmelweis University, Budapest, Hungary.', '2 MTA-SE Laboratory of Molecular Physiology, Hungarian Academy of Sciences, Semmelweis University, Budapest, Hungary.', '3 Faculty of Medicine, Department of Physiology, Semmelweis University, Budapest, Hungary. hunyady.laszlo@med.semmelweis-univ.hu.', '4 MTA-SE Laboratory of Molecular Physiology, Hungarian Academy of Sciences, Semmelweis University, Budapest, Hungary. hunyady.laszlo@med.semmelweis-univ.hu.']","András Balla, László Hunyady, ",Experientia supplementum (2012),NO_DATE,AQP2 gene; AVPR2 gene; Diabetes insipidus; G protein-coupled receptor (GPCR); NDI; Nephrogenic diabetes insipidus; Signal transduction; Type 2 vasopressin receptor (V2R).,https://pubmed.ncbi.nlm.nih.gov/31588538
78,Diagnosis and differential diagnosis of diabetes insipidus: Update,"The two main differential diagnoses of central diabetes insipidus are nephrogenic diabetes insipidus and primary polydipsia. Reliable distinction between those entities is essential as treatment differs substantially with the wrong treatment potentially leading to serious complications. Past diagnostic measures using the indirect water deprivation test had several pitfalls, resulting in a low diagnostic accuracy. With the introduction of copeptin, a stable and reliable surrogate marker for arginine vasopressin, diagnosis of diabetes insipidus was new evaluated. While unstimulated basal copeptin measurement reliably diagnoses nephrogenic diabetes insipidus, a stimulation test is needed to differentiate patients with central diabetes insipidus from patients with primary polydipsia. Stimulation can either be achieved through hypertonic saline infusion or arginine infusion. While the former showed high diagnostic accuracy and superiority over the indirect water deprivation test in a recent validation study, the diagnostic accuracy for arginine-stimulated copeptin was slightly lower, but superior in test tolerance. In summary of the recent findings, a new copeptin based diagnostic algorithm is proposed for the reliable diagnosis of diabetes insipidus.","['1 Departments of Endocrinology, Diabetology and Metabolism, University Hospital Basel, Switzerland; University of Basel, Basel, Switzerland. Electronic address: julie.refardt@usb.ch.']","Julie Refardt, ",Best practice & research. Clinical endocrinology & metabolism,NO_DATE,copeptin; diabetes insipidus; diagnosis; polyuria-polydipsia syndrome; primary polydipsia.,https://pubmed.ncbi.nlm.nih.gov/32387127
79,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31959809
80,Tackling Acute Lymphoblastic Leukemia-One Fish at a Time,"Despite advancements in the diagnosis and treatment of acute lymphoblastic leukemia (ALL), a need for improved strategies to decrease morbidity and improve cure rates in relapsed/refractory ALL still exists. Such approaches include the identification and implementation of novel targeted combination regimens, and more precise upfront patient risk stratification to guide therapy. New curative strategies rely on an understanding of the pathobiology that derives from systematically dissecting each cancer's genetic and molecular landscape. Zebrafish models provide a powerful system to simulate human diseases, including leukemias and ALL specifically. They are also an invaluable tool for genetic manipulation, in vivo studies, and drug discovery. Here, we highlight and summarize contributions made by several zebrafish T-ALL models and newer zebrafish B-ALL models in translating the underlying genetic and molecular mechanisms operative in ALL, and also highlight their potential utility for drug discovery. These models have laid the groundwork for increasing our understanding of the molecular basis of ALL to further translational and clinical research endeavors that seek to improve outcomes in this important cancer.","['1 Jimmy Everest Section of Pediatric Hematology-Oncology, Department of Pediatrics, University of Oklahoma Health Sciences Center, Oklahoma City, OK 73104, USA.', '2 Department of Cell Biology, University of Oklahoma Health Sciences Center, Oklahoma City, OK 73104, USA.']","Arpan A Sinha, Gilseung Park, J Kimble Frazer, ",International journal of molecular sciences,2019,B-ALL; MYC; T-ALL; leukemia; leukemia models; zebrafish.,https://pubmed.ncbi.nlm.nih.gov/31731471
